Symbol,Company Name,"Market capitalization as on March 28, 2024
(In lakhs)"
SATHAISPAT,Sathavahana Ispat Limited,"*Not available for trading as on March 28, 2024"
SBIHOMEFIN,SBI Home Finance Limited,"*Not available for trading as on March 28, 2024"
SETUINFRA,Setubandhan Infrastructure Limited,"*Not available for trading as on March 28, 2024"
SHIRPUR-G,Shirpur Gold Refinery Limited,"*Not available for trading as on March 28, 2024"
SIIL,Supreme (India) Impex Limited,"*Not available for trading as on March 28, 2024"
SKIL,SKIL Infrastructure Limited,"*Not available for trading as on March 28, 2024"
SKSTEXTILE,SKS Textiles Limited,"*Not available for trading as on March 28, 2024"
SONISOYA,Soni Soya Products Limited,"*Not available for trading as on March 28, 2024"
SPENTEX,Spentex Industries Limited,"*Not available for trading as on March 28, 2024"
SRIRAM,Shri Ram Switchgears Limited,"*Not available for trading as on March 28, 2024"
SSINFRA,S.S. Infrastructure Development Consultants Limited,"*Not available for trading as on March 28, 2024"
SUPREMEENG,Supreme Engineering Limited,"*Not available for trading as on March 28, 2024"
TALWALKARS,Talwalkars Better Value Fitness Limited,"*Not available for trading as on March 28, 2024"
TALWGYM,Talwalkars Healthclubs Limited,"*Not available for trading as on March 28, 2024"
TANTIACONS,Tantia Constructions Limited,"*Not available for trading as on March 28, 2024"
TCIFINANCE,TCI Finance Limited,"*Not available for trading as on March 28, 2024"
TECHNOFAB,Technofab Engineering Limited,"*Not available for trading as on March 28, 2024"
TULSI,Tulsi Extrusions Limited,"*Not available for trading as on March 28, 2024"
UJAAS,Ujaas Energy Limited,"*Not available for trading as on March 28, 2024"
UNIPLY,Uniply Industries Limited,"*Not available for trading as on March 28, 2024"
UNITY,Unity Infraprojects Limited,"*Not available for trading as on March 28, 2024"
UNIVAFOODS,Univa Foods Limited,"*Not available for trading as on March 28, 2024"
VALECHAENG,Valecha Engineering Limited,"*Not available for trading as on March 28, 2024"
VALUEIND,Value Industries Limited,"*Not available for trading as on March 28, 2024"
VICEROY,Viceroy Hotels Limited,"*Not available for trading as on March 28, 2024"
VIDEOIND,Videocon Industries Limited,"*Not available for trading as on March 28, 2024"
VISASTEEL,Visa Steel Limited,"*Not available for trading as on March 28, 2024"
VISUINTL,Visu International Limited,"*Not available for trading as on March 28, 2024"
VIVIMEDLAB,Vivimed Labs Limited,"*Not available for trading as on March 28, 2024"
ZICOM,Zicom Electronic Security Systems Limited,"*Not available for trading as on March 28, 2024"
